player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Malik Herring,56616,ED,KC,12,3,2.4,0,0,16,51.4,60.2,86.3,57.7,62.1,63.1,8.3,1,0,90,93,6.7,6,8
Payton Turner,56624,ED,NO,15,7,3.9,0,0,20,62.9,54.0,34.2,70.8,40.7,43.5,15.0,3,3,138,145,4.3,6,10
Mike Greene,56664,DI,TB,3,1,0.0,0,0,30,,59.4,77.9,54.9,62.3,68.7,0.0,0,0,25,25,4.0,1,1
Quinton Bohanna,56673,DI,SEA,1,0,,0,0,29,,65.9,71.9,60.0,62.3,,,0,0,5,5,0.0,0,0
Milton Williams,56682,DI,PHI,21,6,3.6,0,0,24,62.0,76.5,40.4,91.7,41.0,39.8,13.6,3,4,228,234,3.5,8,13
DJ Johnson,56704,ED,CAR,14,12,3.2,2,0,5,64.1,54.2,33.0,50.1,60.3,61.9,9.8,4,3,236,245,6.8,16,25
Jonathan Ford,56705,DI,CHI,4,4,2.8,0,0,6,,38.3,0.0,55.7,47.6,73.6,0.0,0,2,47,48,6.4,3,4
Kwity Paye,56713,ED,IND,15,5,2.6,0,0,14,69.8,66.8,91.2,57.8,67.4,65.2,7.1,2,0,266,272,5.6,15,21
Jordan Elliott,56734,DI,SF,15,7,1.6,0,0,28,57.0,47.6,23.8,54.6,53.1,40.4,13.0,3,4,219,226,4.6,10,13
Jordon Riley,56759,DI,NYG,12,3,1.2,0,0,21,,34.3,85.5,55.5,30.1,28.5,14.3,2,0,137,140,5.8,8,9
Kurt Hinish,56787,DI,HST,10,5,2.7,0,0,13,,56.2,83.9,55.3,56.0,47.3,11.8,2,0,122,124,4.9,6,10
Isaiah Thomas,56798,ED,CIN,2,2,2.0,0,0,7,72.2,62.4,80.8,58.6,55.0,72.6,0.0,0,0,25,25,4.0,1,1
Javon Kinlaw,56834,DI,NYJ,17,7,2.4,2,0,22,55.3,53.4,10.5,68.2,50.8,36.4,16.2,6,8,282,294,6.4,18,24
Kingsley Jonathan,56856,ED,BUF,1,0,,0,0,4,,65.2,70.6,64.2,60.0,,,0,0,1,1,0.0,0,0
Arnold Ebiketie,56862,ED,ATL,17,3,4.3,0,0,2,72.0,68.2,60.1,68.1,57.5,79.5,0.0,0,2,145,150,6.2,9,15
Ta'Quon Graham,56868,DI,ATL,10,2,2.2,1,0,2,60.0,63.9,51.6,58.7,67.4,58.8,0.0,0,2,80,85,10.0,8,9
Micheal Clemons,56872,ED,NYJ,17,9,3.3,0,0,22,70.4,50.6,70.7,55.2,46.6,53.1,10.0,3,2,276,288,4.3,12,18
Jayden Peevy,56876,DI,CAR,4,1,3.7,0,0,5,59.5,67.7,79.2,72.1,56.5,72.0,0.0,0,0,29,31,6.9,2,3
Jaelan Phillips,56902,ED,MIA,4,2,3.5,0,0,17,60.4,66.1,40.4,65.2,67.5,33.2,20.0,1,1,48,50,2.1,1,2
Jay Tufele,56913,DI,CIN,13,8,2.4,0,0,7,55.3,44.4,83.9,56.3,42.0,39.4,7.1,1,1,122,123,2.5,3,5
Dayo Odeyingbo,56923,ED,IND,17,10,0.9,0,0,14,73.0,66.1,73.9,65.5,56.8,28.9,20.0,6,2,299,306,4.0,12,14
DeAngelo Malone,56941,ED,ATL,7,1,5.0,0,0,2,48.1,36.1,18.9,56.9,27.2,36.5,50.0,2,1,10,11,0.0,0,1
Jordan Jackson,56957,DI,DEN,18,8,2.3,0,0,10,60.6,43.0,63.9,50.8,43.4,66.7,0.0,0,1,158,161,3.8,6,7
James Lynch,56962,DI,TEN,17,9,2.3,0,0,31,59.7,60.1,84.3,56.2,60.7,66.6,5.3,1,1,113,115,3.5,4,9
Cory Durden,56976,DI,NYG,4,2,2.0,0,0,21,,45.2,81.1,62.4,40.9,50.5,10.0,1,0,44,45,6.8,3,7
Marlon Tuipulotu,57035,DI,KC,2,1,-0.7,0,0,16,,47.9,78.8,58.2,47.0,70.6,0.0,0,0,36,36,8.3,3,3
Brandon Pili,57036,DI,SEA,8,0,2.5,0,0,29,,52.8,79.5,56.7,52.5,28.4,33.3,1,0,47,49,4.3,2,2
Troy Andersen,57317,LB,ATL,6,10,4.9,0,0,2,58.6,60.4,83.1,53.4,63.5,60.0,6.7,2,0,106,112,7.5,8,18
Jack Gibbens,57662,LB,TEN,7,7,3.7,0,0,31,75.7,83.2,80.9,65.0,79.9,65.9,9.5,2,0,92,94,6.5,6,12
D'Marco Jackson,57691,LB,NO,4,3,2.0,0,0,20,60.7,61.0,79.1,52.3,62.3,80.3,0.0,0,0,31,33,6.5,2,2
Tony Fields II,57698,LB,CLV,1,1,3.0,0,0,8,64.2,74.4,70.3,59.4,71.7,76.1,0.0,0,0,8,8,12.5,1,1
Jon Rhattigan,57718,LB,CAR,2,0,,0,0,5,60.7,84.1,99.9,,60.0,,,0,0,2,2,0.0,0,0
Chandler Wooten,57726,LB,CAR,4,7,7.3,0,0,5,29.5,29.2,79.9,53.0,40.8,34.7,14.3,3,0,113,117,3.5,4,11
K.J. Britt,57727,LB,TB,15,17,3.8,0,0,30,40.9,45.0,23.0,56.6,57.3,54.4,13.6,8,2,232,241,7.3,17,34
Jalen Pitre,57737,S,HST,12,11,2.2,0,0,13,71.3,74.0,57.0,61.2,79.5,55.1,19.4,6,4,230,234,5.2,12,14
Terrel Bernard,57739,LB,BUF,16,25,2.6,0,1,4,37.7,48.2,64.0,59.0,64.0,57.6,7.8,6,1,344,354,8.7,30,46
Isaiah McDuffie,57754,LB,GB,18,23,3.9,0,0,12,46.4,55.3,85.0,68.9,63.3,63.0,7.7,4,0,299,314,5.4,16,25
Baylon Spector,57782,LB,BUF,7,3,3.9,0,0,4,29.5,29.7,81.2,58.8,43.0,40.6,18.8,3,1,100,106,3.0,3,10
Nate Landman,57788,LB,ATL,13,25,3.7,0,1,2,58.2,65.7,49.7,56.5,73.9,60.1,8.2,5,1,220,226,7.3,16,31
Ventrell Miller,57809,LB,JAX,15,12,4.0,0,1,15,45.4,52.0,44.9,54.8,63.4,38.8,18.5,10,2,223,232,9.9,22,32
James Houston,57810,ED,CLV,10,1,10.3,1,0,8,64.2,46.0,11.0,56.4,44.1,29.9,20.0,1,2,37,37,2.7,1,3
Mykal Walker,57834,LB,WAS,15,5,5.0,0,0,32,30.8,39.6,74.7,54.8,53.2,65.6,11.1,1,0,64,65,3.1,2,3
Monty Rice,57839,LB,NE,1,0,,0,0,19,61.5,48.7,68.2,,59.7,,,0,0,3,3,0.0,0,0
Robert Beal Jr.,57840,ED,SF,13,5,3.0,0,0,28,61.6,55.3,85.5,52.4,56.0,55.1,7.7,1,0,86,88,5.8,5,7
Del'Shawn Phillips,57868,LB,HST,4,0,2.8,0,0,13,56.7,71.4,96.7,53.3,82.7,53.1,0.0,0,0,14,15,21.4,3,4
Jake Hummel,57879,LB,LA,4,3,6.3,0,0,26,65.7,77.0,77.4,61.5,81.5,53.3,12.5,1,0,30,31,6.7,2,4
Isaac Ukwu,57888,ED,DET,2,0,4.0,0,0,11,67.7,59.6,82.6,53.5,57.9,72.6,0.0,0,0,22,22,4.5,1,2
Jamin Davis,57905,ED,NYJ,8,2,2.6,0,0,22,36.8,51.1,27.8,58.0,62.5,55.3,9.1,1,1,49,50,14.3,7,8
Josh Paschal,57908,ED,DET,15,4,1.1,0,0,11,64.8,53.0,70.6,48.4,59.7,36.1,15.8,3,2,190,198,5.3,10,12
Patrick Queen,57941,LB,PIT,18,31,4.2,1,0,25,54.3,56.8,69.3,79.9,53.1,58.3,16.5,15,2,441,452,4.8,21,45
K'Lavon Chaisson,57945,ED,LV,14,7,1.8,3,0,23,43.5,63.0,52.1,74.7,59.5,29.8,20.8,5,7,153,159,6.5,10,12
J.J. Russell,57958,LB,TB,9,3,4.6,0,0,30,60.4,69.2,81.8,58.6,80.6,74.4,7.7,1,1,74,76,8.1,6,9
Willie Gay,57987,LB,NO,13,1,3.5,0,1,20,35.9,44.1,84.3,54.7,55.5,38.4,15.4,2,0,132,137,3.8,5,10
Jeremiah Owusu-Koramoah,58089,LB,CLV,8,10,1.9,0,1,8,52.4,80.7,83.1,77.6,91.7,29.2,14.6,6,0,191,196,10.5,20,25
Pete Werner,58093,LB,NO,13,15,3.7,0,0,20,69.0,69.0,86.0,45.4,68.5,65.0,12.7,7,0,303,312,6.3,19,33
Baron Browning,58095,ED,ARZ,13,2,2.4,0,0,1,47.7,58.0,18.8,76.3,43.5,29.5,28.6,4,4,121,125,5.8,7,8
Kenneth Murray Jr.,58099,LB,TEN,14,16,3.2,0,0,31,54.4,45.9,62.7,67.7,35.0,74.7,6.3,3,4,332,342,5.7,19,29
Derrick Barnes,58120,LB,DET,3,2,3.0,0,0,11,66.6,71.8,82.4,57.7,77.2,71.0,0.0,0,0,39,41,10.3,4,7
Buddy Johnson,58189,LB,DAL,1,0,,0,0,9,60.0,71.2,68.5,,61.6,,,0,0,5,5,0.0,0,0
Vi Jones,58233,LB,ARZ,2,1,6.0,0,0,1,67.6,71.7,72.9,58.6,69.9,80.1,0.0,0,1,18,19,0.0,0,2
Devin Lloyd,58238,LB,JAX,16,17,4.2,0,1,15,62.6,76.7,64.5,88.0,84.2,88.0,3.1,2,1,380,394,6.3,24,46
Joe Tryon-Shoyinka,58272,ED,TB,16,4,2.4,1,0,30,63.3,53.1,36.8,56.7,50.2,52.4,14.3,2,4,176,182,3.4,6,8
Michael Carter II,60644,CB,NYJ,12,1,4.5,1,0,22,47.9,50.7,81.8,57.4,63.9,53.9,22.2,2,2,78,84,5.1,4,6
James Pierre,60649,CB,PIT,11,1,5.0,1,0,25,54.8,56.2,82.2,,61.3,68.0,33.3,1,1,82,86,1.2,1,1
Grant Delpit,60685,S,CLV,16,12,3.9,0,0,8,60.9,65.2,66.7,74.1,67.3,74.2,10.6,7,2,393,402,7.4,29,47
Malcolm Rodriguez,60731,LB,DET,9,4,3.8,0,0,11,65.4,74.4,84.3,54.9,87.1,76.7,0.0,0,0,94,97,12.8,12,16
Darren Hall,60742,S,IND,1,0,,0,0,14,64.5,64.9,70.7,,60.0,,,0,0,2,2,0.0,0,0
Isaiah Pola-Mao,60781,S,LV,16,10,11.0,0,1,23,45.1,54.2,88.3,61.0,72.4,58.1,14.6,6,0,354,366,1.4,5,25
Jake Tonges,60864,TE,SF,1,0,,0,0,28,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Keion White,60998,ED,NE,17,6,3.2,0,1,19,63.6,68.5,49.2,76.7,55.3,63.0,6.3,2,4,336,345,4.2,14,24
Noah Igbinoghene,61155,CB,WAS,20,4,5.6,1,0,32,49.6,45.3,64.6,48.1,35.8,57.2,17.1,6,8,360,365,2.8,10,25
Quintin Morris,61182,TE,BUF,1,0,,0,0,4,,60.0,60.0,60.0,60.0,,,0,1,1,1,0.0,0,0
Ihmir Smith-Marsette,61324,WR,NYG,1,0,,0,0,21,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Dominique Robinson,61436,ED,CHI,6,1,7.4,0,0,6,,52.2,83.0,57.8,49.5,29.6,14.3,1,0,47,48,4.3,2,5
Daiyan Henley,61500,LB,LAC,18,40,5.0,0,0,27,71.3,69.5,86.2,56.2,65.0,63.6,11.9,12,2,384,394,7.6,29,49
Tim Jones,61669,WR,JAX,1,0,,1,0,15,,60.0,60.0,,60.0,,,0,5,1,1,0.0,0,0
Tariq Woolen,61790,CB,SEA,15,2,9.3,1,1,29,65.7,67.9,65.2,58.6,76.2,56.0,5.6,1,7,313,336,1.9,6,15
Caleb Farley,61803,CB,CAR,5,1,7.8,0,0,5,56.9,56.1,79.8,52.1,55.2,44.5,28.6,2,0,70,72,0.0,0,4
Christian Elliss,61853,LB,NE,15,19,6.1,0,0,19,66.1,72.6,85.8,73.9,70.1,70.2,10.9,5,3,193,199,6.2,12,22
Joey Blount,62771,S,ARZ,4,0,,0,0,1,62.1,66.1,76.7,,61.4,,,0,0,12,12,0.0,0,0
Charles Snowden,62775,ED,LV,16,11,1.3,0,0,23,55.8,60.5,52.9,51.2,72.1,67.1,4.0,1,2,192,197,5.7,11,13
Theo Jackson,62919,S,MIN,7,1,2.0,0,0,18,77.1,79.2,79.5,53.6,66.1,73.3,33.3,1,0,14,14,7.1,1,1
Matthew Butler,62931,DI,LV,5,1,3.0,0,0,23,60.4,55.4,28.4,57.6,58.6,72.3,0.0,0,1,57,59,3.5,2,3
Jack Cochrane,63345,LB,KC,1,1,,0,0,16,62.7,61.5,69.2,57.1,60.4,71.4,0.0,0,0,3,3,0.0,0,0
Winston Reid,63354,LB,CLV,15,3,6.3,0,0,8,61.7,51.8,74.7,60.3,45.6,27.6,26.7,4,0,89,90,5.6,5,8
Akayleb Evans,65033,CB,CAR,1,0,2.0,0,0,5,54.9,57.3,75.3,,66.2,27.5,0.0,0,0,11,11,0.0,0,1
Samuel Womack III,65771,CB,IND,16,3,7.8,0,0,14,71.3,71.4,86.3,,64.3,68.3,14.3,2,0,229,233,2.2,5,9
John Ridgeway,66694,DI,NO,13,5,2.6,0,0,20,72.9,48.4,84.2,66.5,35.8,50.2,11.1,2,0,141,147,5.7,8,11
Zyon McCollum,66769,CB,TB,18,8,12.5,1,0,30,66.1,67.4,88.2,74.2,65.2,32.7,20.7,6,7,351,362,1.4,5,15
Tristin McCollum,66771,S,PHI,11,5,5.1,0,0,24,36.1,39.6,83.2,,65.0,37.0,13.3,2,0,90,92,3.3,3,8
Josh Hayes,66798,CB,TB,6,4,3.4,0,0,30,56.2,63.1,83.3,60.0,89.9,70.6,0.0,0,1,102,104,2.0,2,5
Kobie Turner,66894,DI,LA,19,14,1.9,3,0,26,75.4,75.1,47.1,66.6,74.8,29.7,13.3,8,5,331,341,10.0,33,38
Zach Sieler,66917,DI,MIA,15,15,2.1,0,0,17,69.0,78.6,78.2,71.5,69.5,33.4,10.3,4,1,257,268,5.1,13,20
Dennis Gardeck,66928,ED,ARZ,7,3,1.9,0,0,1,79.0,72.0,52.5,68.2,62.8,81.9,0.0,0,1,79,81,6.3,5,7
Jonathan Owens,66930,S,CHI,9,12,7.7,0,1,6,53.9,66.5,86.4,59.1,88.6,54.0,14.3,5,0,193,198,2.6,5,18
Tavierre Thomas,66931,S,TB,5,0,,0,0,30,51.4,44.8,82.1,51.8,41.9,43.0,100.0,1,0,9,9,0.0,0,0
Trent McDuffie,72191,CB,KC,19,4,3.2,5,0,16,79.2,82.0,72.8,88.6,81.6,80.0,13.3,2,11,419,433,1.4,6,9
Evan Williams,73864,S,GB,13,5,5.1,0,0,12,73.8,72.3,88.9,57.4,60.3,61.6,23.1,6,0,179,191,5.6,10,15
Jowon Briggs,74867,DI,CLV,6,7,0.6,0,0,8,61.5,72.2,80.9,64.7,66.5,54.1,6.7,1,0,68,70,10.3,7,7
Solomon Byrd,75742,ED,HST,1,0,0.0,0,0,13,,74.8,76.3,67.0,69.2,69.9,0.0,0,0,11,11,9.1,1,1
Jonah Laulu,75763,DI,LV,15,5,2.5,0,0,23,63.4,47.4,71.0,49.6,47.9,45.8,10.0,3,1,220,225,8.2,18,22
Chad Muma,75818,LB,JAX,13,5,6.8,0,0,15,59.7,57.4,83.2,50.6,56.1,78.1,13.3,2,1,111,117,2.7,3,8
Johnny Wilson,76366,WR,PHI,1,0,,0,0,24,,60.0,60.0,60.0,60.0,,,0,3,1,1,0.0,0,0
Asante Samuel Jr.,76625,CB,LAC,4,1,12.0,0,0,27,58.6,59.3,81.8,,59.8,29.5,25.0,1,1,90,92,1.1,1,2
Isaiah Bolden,76626,CB,NE,6,0,15.5,0,0,19,79.8,76.9,79.9,,57.1,42.6,0.0,0,0,55,57,0.0,0,2
Andre Cisco,76641,S,JAX,16,7,8.8,0,0,15,60.1,61.2,72.4,49.9,63.8,52.9,10.8,4,1,362,379,1.9,7,26
Juanyeh Thomas,76655,S,DAL,12,1,11.5,0,0,9,61.8,56.1,76.5,56.3,46.9,66.1,25.0,1,0,44,46,0.0,0,2
Chamarri Conner,76662,CB,KC,18,7,3.2,0,1,16,62.0,68.2,59.4,67.1,83.2,47.4,10.3,4,3,206,211,9.2,19,28
DJ Ivey,76670,CB,CIN,3,0,1.0,0,0,7,52.5,54.7,78.4,58.6,68.1,75.9,0.0,0,2,4,5,25.0,1,1
DeMarvion Overshown,76729,LB,DAL,13,14,2.1,1,1,9,56.9,61.1,61.4,78.9,57.7,39.9,14.3,7,2,277,287,6.5,18,28
Anthony Johnson Jr.,76736,S,NYG,1,0,,0,0,21,74.1,67.2,73.5,71.9,43.2,42.7,100.0,1,0,9,9,0.0,0,0
Xavier Thomas,76807,ED,ARZ,11,0,6.0,0,0,1,27.9,39.4,53.8,54.5,53.4,40.7,0.0,0,1,50,52,2.0,1,4
KJ Henry,76808,ED,DAL,4,1,,0,0,9,60.0,56.5,80.8,65.5,46.6,70.6,0.0,0,0,22,22,0.0,0,0
Tyler Lacy,76836,DI,JAX,13,10,1.9,1,0,15,59.5,45.2,65.8,50.4,47.0,66.5,0.0,0,1,158,162,5.1,8,12
Ochaun Mathis,76838,ED,PHI,3,0,3.0,0,0,24,60.0,56.0,73.4,52.6,60.8,69.9,0.0,0,0,3,3,33.3,1,1
Will McDonald IV,76842,ED,NYJ,17,8,5.0,1,0,22,60.1,59.4,46.2,73.9,39.5,28.7,23.1,6,5,268,276,3.0,8,12
Desjuan Johnson,76850,DI,LA,12,4,3.7,0,0,26,60.0,62.8,82.1,57.9,63.2,60.7,8.3,1,0,68,70,4.4,3,7
Jalen Redmond,76861,DI,MIN,14,4,0.0,0,0,18,62.8,75.6,83.4,64.1,73.4,49.4,5.9,1,1,111,116,9.0,10,12
Nesta Jade Silvera,76888,DI,LV,6,6,4.0,0,0,23,,44.2,78.5,55.7,44.0,52.6,11.1,1,0,41,42,2.4,1,2
Greg Rousseau,76889,ED,BUF,19,12,0.9,0,1,4,71.6,82.2,82.7,78.0,69.8,34.5,14.3,7,1,292,300,8.2,24,30
Travis Jones,76914,DI,BLT,18,15,2.0,0,0,3,60.5,69.9,55.8,64.2,72.0,41.8,6.8,3,3,225,231,8.0,18,26
Logan Hall,76919,DI,TB,17,9,2.1,0,0,30,64.1,59.3,74.3,58.9,56.7,52.2,6.5,2,1,209,218,6.7,14,20
Moro Ojomo,76927,DI,PHI,21,7,2.6,1,0,24,56.4,70.4,7.5,82.4,58.7,30.1,19.2,5,6,142,148,5.6,8,14
Keondre Coburn,76928,DI,TEN,13,4,3.3,0,0,31,60.0,45.1,37.2,56.7,46.4,57.1,0.0,0,1,72,74,4.2,3,6
Dante Stills,76937,DI,ARZ,16,13,2.9,0,0,1,58.2,57.0,72.3,51.0,64.5,29.5,10.8,4,1,214,219,6.5,14,20
Karl Brooks,76941,DI,GB,18,4,1.8,0,0,12,75.6,61.8,85.8,61.1,39.7,41.5,12.5,2,0,150,155,5.3,8,10
Braden Fiske,76958,DI,LA,19,12,2.6,1,0,26,67.2,58.1,55.4,68.9,38.9,29.2,17.1,6,3,225,232,5.3,12,17
Alim McNeill,76996,DI,DET,14,2,1.6,0,0,11,71.8,79.6,87.4,77.1,64.5,53.2,10.0,2,0,176,186,6.8,12,16
Amari Gainer,77091,ED,LV,1,1,,0,0,23,60.0,39.0,72.4,53.2,44.1,70.5,0.0,0,0,6,6,0.0,0,0
Yasir Abdullah,77100,LB,JAX,8,3,3.8,0,0,15,57.0,56.6,83.0,54.2,60.9,71.7,0.0,0,0,55,55,5.5,3,6
Shaka Heyward,77120,LB,CIN,3,2,1.5,0,0,7,69.1,93.4,69.9,,87.1,78.9,0.0,0,0,10,10,20.0,2,2
Payton Wilson,77127,LB,PIT,18,9,4.0,0,0,25,76.4,74.0,83.9,65.0,62.0,67.7,7.7,3,0,154,157,9.1,14,27
Antonio Grier,77185,LB,TB,1,0,,0,0,30,60.0,68.2,66.5,,60.0,,,0,0,1,1,0.0,0,0
Zaven Collins,77190,ED,ARZ,17,9,2.0,0,0,1,66.0,71.5,33.5,60.3,84.3,55.0,10.0,4,4,216,220,8.8,19,27
Brian Asamoah II,77195,LB,MIN,3,0,,0,0,18,28.0,29.2,76.5,73.8,42.6,35.9,100.0,1,1,7,7,0.0,0,0
Nik Bonitto,77196,ED,DEN,18,8,2.5,2,0,10,92.6,78.8,20.2,77.0,59.1,30.0,24.2,8,7,258,264,3.9,10,17
DaShaun White,77198,LB,SF,1,0,,0,0,28,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Joseph Ossai,77205,ED,CIN,17,9,3.8,0,1,7,59.0,58.3,76.7,58.0,57.0,44.0,12.5,4,1,189,191,5.3,10,19
Dyontae Johnson,77568,LB,NYG,1,0,1.3,0,0,21,42.6,48.8,73.7,56.3,65.7,82.1,0.0,0,0,16,16,18.8,3,3
Jarrick Bernard-Converse,77841,CB,NYJ,1,1,,0,0,22,65.0,67.1,69.1,,60.7,73.3,0.0,0,0,1,1,0.0,0,0
Tre'von Moehrig,77847,S,LV,17,16,5.6,0,0,23,54.4,67.5,69.1,70.1,87.5,81.9,8.5,5,1,413,427,5.3,22,38
Ar'Darius Washington,77848,S,BLT,16,6,5.3,0,0,3,86.1,80.9,84.4,50.8,63.1,59.7,22.2,6,0,250,255,2.8,7,15
Brayden Willis,77917,TE,SF,2,0,,0,0,28,,60.4,60.0,,60.0,,,0,0,2,2,0.0,0,0
Bryce Ford-Wheaton,78127,WR,NYG,1,0,,0,0,21,,60.0,60.4,,60.0,,,0,0,1,1,0.0,0,0
Shemar Bartholomew,78995,CB,CAR,1,0,20.0,0,0,5,53.7,55.5,73.5,,60.0,76.9,0.0,0,0,2,2,0.0,0,1
Cobie Durant,79126,CB,LA,16,3,5.4,1,0,26,61.5,64.9,86.5,94.2,60.6,33.7,16.7,3,2,338,347,0.9,3,12
Christian Benford,79181,CB,BUF,18,3,6.3,1,0,4,78.6,79.3,89.1,71.0,71.3,89.4,0.0,0,6,374,389,1.9,7,19
Nick Hampton,81162,ED,LA,4,0,,0,0,26,60.0,77.3,73.0,69.2,63.9,,,0,0,7,7,0.0,0,0
Cam Jones,81244,LB,KC,2,2,3.7,0,0,16,55.5,54.4,77.2,55.5,57.1,54.3,0.0,0,0,41,41,2.4,1,3
Micah McFadden,81246,LB,NYG,14,19,4.2,1,1,21,53.5,62.8,55.4,79.6,66.0,53.4,12.5,9,1,328,334,8.5,28,44
Damone Clark,81282,LB,DAL,9,3,4.6,0,0,9,60.0,68.2,79.9,72.2,68.3,69.0,17.6,3,0,97,99,5.2,5,11
Cameron McGrone,81300,LB,IND,1,0,,0,0,14,,60.1,62.5,,60.0,,,0,0,1,1,0.0,0,0
Nathaniel Watson,81317,LB,CLV,6,2,4.3,0,0,8,68.0,66.2,75.9,58.1,61.7,28.7,28.6,2,0,36,36,5.6,2,3
Nick Bolton,81322,LB,KC,19,24,3.9,0,0,16,65.6,63.7,51.9,50.0,65.8,49.2,14.1,12,3,415,429,8.9,37,49
Dylan Horton,81335,ED,HST,13,2,1.9,0,0,13,61.1,61.3,87.2,48.4,70.5,78.2,0.0,0,0,93,95,4.3,4,8
Dallas Gant,81352,LB,PHI,1,0,10.0,0,0,24,,60.0,60.0,,60.0,70.9,0.0,0,0,1,1,0.0,0,1
Micah Parsons,81360,ED,DAL,13,4,3.8,1,0,9,76.9,90.0,14.4,91.6,65.5,61.0,7.4,2,8,235,243,5.5,13,21
Jesse Luketa,81361,ED,ARZ,10,4,1.5,0,1,1,51.2,70.0,82.8,56.8,84.2,55.8,6.3,1,0,77,78,10.4,8,11
Ernest Jones,81399,LB,SEA,16,27,3.5,0,1,29,48.5,60.7,86.7,59.6,73.6,71.1,8.0,7,0,357,383,9.5,34,53
Edefuan Ulofoshio,81459,LB,BUF,2,1,,0,0,4,69.1,69.2,73.8,50.0,67.4,28.9,50.0,1,0,28,28,0.0,0,0
Brenton Cox Jr.,81957,ED,GB,8,1,1.0,0,1,12,60.6,67.2,54.0,66.4,64.1,64.6,0.0,0,1,72,73,6.9,5,7
Azeez Ojulari,81959,ED,NYG,11,8,1.9,0,0,21,51.8,56.4,70.9,54.6,60.1,30.6,14.3,3,1,184,189,3.8,7,10
Odafe Oweh,82161,ED,BLT,19,2,2.4,0,0,3,69.9,71.5,13.3,74.7,64.6,60.3,8.7,2,8,160,162,10.0,16,19
Thomas Booker IV,82168,DI,PHI,17,2,1.3,0,0,24,65.5,56.0,85.3,54.8,53.6,58.9,9.1,1,0,88,88,9.1,8,8
Christian Barmore,82198,DI,NE,4,0,4.8,0,0,19,60.0,56.5,80.6,56.0,56.9,72.4,0.0,0,0,37,39,2.7,1,4
Teair Tart,82261,DI,LAC,18,6,2.3,0,0,27,66.0,78.9,32.4,79.3,70.3,29.5,11.1,3,3,154,160,7.1,11,18
Devonte Wyatt,82268,DI,GB,15,3,0.9,0,0,12,70.2,66.4,47.4,71.4,52.0,42.9,11.1,2,2,103,109,10.7,11,13
Aidan Hutchinson,82330,ED,DET,5,5,3.3,0,0,11,46.6,94.9,68.2,95.0,70.6,70.4,0.0,0,1,73,77,5.5,4,6
Casey Rogers,82347,DI,NYG,2,0,,0,0,21,,47.7,76.9,54.6,48.8,,,0,0,17,17,0.0,0,0
Eku Leota,82363,ED,PIT,3,0,-2.0,0,0,25,66.5,52.0,79.1,53.2,49.1,34.3,0.0,0,0,34,37,2.9,1,1
Branson Deen,82372,DI,BUF,1,0,,0,0,4,,28.1,72.1,55.8,29.5,19.6,100.0,1,0,4,4,0.0,0,0
Cameron Thomas,82387,ED,CLV,7,0,1.1,0,0,8,60.0,70.0,82.6,58.6,71.1,51.6,10.0,1,0,36,36,19.4,7,9
Kingsley Enagbare,82409,ED,GB,18,12,3.0,2,1,12,56.5,56.8,20.6,56.8,66.6,58.1,5.4,2,7,195,203,5.6,11,23
Bobby Brown III,82429,DI,LA,19,18,2.8,1,0,26,60.3,61.3,46.2,55.5,65.6,69.4,4.1,2,3,277,283,6.9,19,29
Tyree Wilson,82432,ED,LV,16,5,1.8,1,0,23,66.9,66.7,77.1,57.2,72.4,30.9,16.0,4,1,159,165,8.8,14,16
Otito Ogbonnia,82450,DI,LAC,18,12,3.9,0,0,27,59.9,41.5,33.8,51.2,45.2,52.1,2.6,1,4,256,261,4.7,12,25
Taki Taimani,82468,DI,MIN,7,1,3.7,0,0,18,,61.2,79.9,48.7,69.9,70.6,0.0,0,0,25,26,4.0,1,3
Brennan Jackson,82474,ED,LA,5,0,4.5,0,0,26,31.7,53.6,77.8,68.9,56.8,25.5,50.0,2,0,23,23,4.3,1,2
Scott Matlock,82482,FB,LAC,15,4,3.8,0,0,27,61.8,48.9,81.1,61.3,40.1,56.5,11.1,1,2,68,71,2.9,2,4
Cameron Young,82499,DI,SEA,1,0,,0,0,29,,44.0,68.3,60.0,60.0,,,0,0,1,1,0.0,0,0
Tommy Togiai,82501,DI,HST,10,13,2.5,0,0,13,59.3,58.1,60.7,66.1,53.2,38.6,13.3,4,1,130,132,7.7,10,13
Quay Walker,82547,LB,GB,14,13,3.4,0,0,12,50.6,57.2,61.7,65.1,64.7,77.7,10.0,6,1,296,309,7.4,22,41
Jack Sanborn,82566,LB,CHI,17,9,5.1,0,0,6,45.1,63.1,78.7,70.1,70.5,60.5,8.7,2,0,149,152,2.7,4,12
Chigozie Anusiem,83031,CB,CLV,1,0,,0,0,8,65.0,57.2,71.1,,60.0,,,0,0,2,3,0.0,0,0
Kendall Williamson,83090,S,LAC,1,0,,0,0,27,42.8,38.2,74.0,,60.0,72.6,,0,0,2,2,0.0,0,0
