player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
AJ Dillon,57165,HB,GB,17,0,12,70.3,2,0,41,14.1,14.3,97.6,0,2,0,45,315,67.3,1,0,16,16.2,16.7,96.9,1,0,18,108
Dawson Knox,35883,TE,BUF,17,0,4,65.2,0,1,42,7.2,7.3,98.8,0,1,0,45,616,57.6,0,1,12,4.2,4.2,95.8,1,0,13,310
George Kittle,11901,TE,SF,18,0,28,42.7,1,1,43,7.7,7.6,97.7,0,2,0,45,590,23.6,1,0,9,3.7,3.9,94.4,1,0,10,255
Dalton Schultz,47304,TE,DAL,17,0,9,51.1,2,2,41,7.8,7.9,95.1,1,4,0,44,558,66.3,0,1,9,3.6,3.4,94.4,1,0,9,264
David Njoku,11784,TE,CLV,14,0,8,76.3,0,1,41,9.3,9.1,98.8,0,1,0,44,481,79.3,0,0,10,4.8,4.8,100.0,0,0,11,229
Hroniss Grasu,9504,G,LV,1,0,23,63.2,0,3,41,100.0,100.0,93.9,0,4,1,44,44,69.7,0,2,24,100.0,100.0,95.8,2,0,26,26
Latavius Murray,7962,HB,DEN,13,0,10,43.6,2,3,43,18.4,17.8,94.2,0,5,0,44,247,39.3,1,0,18,19.6,17.8,97.2,1,0,18,101
Sua Opeta,45110,G,PHI,5,1,24,57.1,0,3,42,100.0,100.0,96.4,1,3,0,43,43,44.8,0,3,15,100.0,100.0,90.0,3,0,15,15
Justin Britt,8699,C,HST,1,0,13,71.2,0,0,41,100.0,100.0,100.0,0,0,0,43,43,66.3,0,0,10,100.0,100.0,100.0,0,0,11,11
Lewis Kidd,59892,G,NO,4,0,20,12.5,0,2,41,97.6,97.7,95.1,0,3,1,43,44,0.0,0,1,25,100.0,100.0,98.0,1,0,27,27
Jack Stoll,42058,TE,PHI,20,0,24,55.9,0,1,41,15.1,14.7,98.8,0,1,0,42,286,69.6,0,0,1,0.9,0.9,100.0,0,0,1,113
Antonio Gibson,78050,HB,WAS,15,0,32,75.1,0,1,39,14.1,14.3,98.7,0,1,0,42,294,59.4,0,0,14,12.8,13.7,100.0,0,0,16,117
Hunter Henry,10669,TE,NE,17,0,19,64.5,1,3,40,8.7,8.7,95.0,2,4,0,42,485,34.5,0,2,6,2.4,2.3,83.3,2,0,6,264
Alec Ingold,34934,FB,MIA,18,0,17,67.4,0,2,38,20.2,20.8,97.4,1,2,0,41,197,50.5,0,0,3,12.0,11.5,100.0,0,0,3,26
Dieter Eiselen,109304,G,CHI,3,0,6,31.9,0,5,38,100.0,100.0,93.4,0,5,0,41,41,58.1,0,2,14,100.0,100.0,92.9,2,0,15,15
Noah Fant,42388,TE,SEA,18,0,29,54.9,2,3,37,9.1,9.3,93.2,0,5,0,41,441,54.2,0,1,7,3.7,3.4,92.9,1,0,7,204
Chris Myarick,47358,TE,NYG,15,1,21,44.9,1,2,35,33.0,34.2,95.7,2,3,0,40,117,24.0,0,0,1,5.9,5.6,100.0,0,0,1,18
Kenneth Gainwell,77737,HB,PHI,20,0,24,46.7,0,5,37,13.6,13.7,90.5,0,6,1,40,293,29.2,0,4,20,12.3,12.9,85.0,5,1,22,170
Zack Moss,40341,HB,IND,11,0,14,62.3,0,2,40,29.2,28.6,90.0,0,5,3,40,140,47.5,0,2,24,36.4,35.3,83.3,5,3,24,68
Aaron Jones,11937,HB,GB,17,0,12,50.6,1,2,37,10.5,10.8,93.2,0,4,1,40,371,52.2,0,2,12,9.2,10.1,91.7,2,0,14,139
Taylor Lewan,8646,T,TEN,2,0,31,79.4,0,0,35,100.0,100.0,100.0,0,0,0,40,40,82.7,0,0,14,100.0,100.0,100.0,0,0,18,18
Jonathan Taylor,57488,HB,IND,11,0,14,28.5,1,4,36,12.3,12.7,93.1,0,5,0,39,307,31.4,1,2,16,11.7,12.5,90.6,3,0,18,144
Miles Sanders,40555,HB,PHI,20,0,24,37.7,0,2,39,11.7,11.2,92.3,0,4,2,39,349,29.7,0,2,13,11.8,11.1,92.3,2,0,13,117
Darrell Henderson Jr.,41193,HB,JAX,10,0,15,61.7,0,1,39,16.3,16.0,96.2,0,2,1,39,244,48.4,0,1,22,18.6,18.2,93.2,2,1,22,121
Mike Remmers,7431,T,NYJ,3,0,22,59.9,2,2,37,100.0,100.0,91.9,1,5,1,39,39,59.1,1,2,13,100.0,100.0,88.5,3,0,14,14
Cam Akers,57206,HB,LA,15,0,26,73.9,0,2,37,18.3,18.2,97.3,0,2,0,38,209,42.3,0,1,9,16.1,15.3,94.4,1,0,9,59
C.J. Uzomah,9590,TE,NYJ,15,0,22,53.1,1,0,36,13.8,14.3,93.1,0,3,2,38,266,75.9,0,0,4,4.2,5.1,100.0,0,0,5,99
JaMycal Hasty,25582,HB,JAX,17,0,15,71.2,0,0,36,19.6,20.0,97.2,0,1,1,38,190,90.4,0,0,18,19.8,19.1,100.0,0,0,18,94
Mo Alie-Cox,12078,TE,IND,17,0,14,65.7,1,2,34,11.0,11.5,95.6,0,3,0,37,322,82.1,0,0,7,4.9,5.4,100.0,0,0,8,148
Mitchell Wilcox,47234,TE,CIN,18,0,7,72.1,0,0,33,12.8,13.2,100.0,0,0,0,37,281,80.2,0,0,8,8.5,7.7,100.0,0,0,8,104
AJ Arcuri,44757,T,LA,2,0,26,34.2,0,6,37,100.0,100.0,91.9,0,6,0,37,37,26.3,0,5,22,100.0,100.0,88.6,5,0,22,22
Keith Smith,9302,FB,ATL,16,0,2,56.0,1,3,33,47.8,48.7,93.9,0,4,0,37,76,,0,0,0,0.0,0.0,,0,0,0,5
Kenyan Drake,10707,HB,BLT,12,0,3,45.1,0,3,35,18.0,17.2,95.7,0,3,0,36,209,66.5,0,0,12,17.1,16.7,100.0,0,0,13,78
Mark Ingram II,6180,HB,NO,10,0,20,59.0,0,2,34,28.8,28.6,97.1,1,2,0,36,126,42.5,0,1,15,28.8,28.6,96.7,1,0,16,56
Gerald Everett,11799,TE,LAC,17,0,27,76.5,1,1,31,6.2,6.9,96.8,0,2,0,36,520,69.8,0,0,1,0.4,0.4,100.0,0,0,1,258
Kyle Fuller,11998,C,SEA,2,0,29,50.7,2,0,34,100.0,100.0,97.1,0,2,0,35,35,24.4,2,0,14,100.0,100.0,92.9,2,0,14,14
J.C. Hassenauer,45600,C,PIT,3,0,25,56.7,0,1,34,100.0,100.0,98.5,1,1,0,35,35,65.7,0,1,25,100.0,100.0,98.0,1,0,25,25
Teagan Quitoriano,84036,TE,HST,9,0,13,55.4,1,0,31,20.1,20.4,95.2,1,2,1,34,167,54.6,0,0,3,8.1,7.0,100.0,0,0,3,43
Kyle Juszczyk,7912,FB,SF,19,0,28,64.9,0,1,32,12.3,12.5,95.3,0,2,1,34,273,78.6,0,0,11,10.7,11.0,90.9,1,1,12,109
Logan Thomas,8755,TE,WAS,14,0,32,34.1,0,5,32,8.1,8.2,89.1,0,6,1,34,417,28.0,0,0,3,1.6,1.6,66.7,1,1,3,192
Trevor Penning,59963,T,NO,5,1,20,38.7,1,1,31,100.0,100.0,96.8,1,2,0,33,33,72.5,0,0,13,100.0,100.0,100.0,0,0,14,14
Hassan Haskins,83701,HB,TEN,14,0,31,52.3,2,1,31,27.9,28.2,95.2,0,3,0,33,117,64.5,0,0,23,31.1,32.5,100.0,0,0,25,77
Josh Oliver,47083,TE,BLT,18,0,3,71.9,0,1,29,14.6,15.4,91.4,1,3,2,32,208,77.8,0,0,7,13.0,12.5,100.0,0,0,7,56
Raheem Mostert,9783,HB,MIA,16,0,17,54.1,0,0,30,9.3,9.5,100.0,0,0,0,32,338,42.3,0,0,5,5.1,4.9,100.0,0,0,5,102
Khalil Herbert,41668,HB,CHI,13,0,6,54.4,1,3,30,22.1,22.2,93.3,0,4,0,32,144,57.3,1,1,10,20.0,22.2,90.0,2,0,12,54
Jeff Wilson Jr.,29413,HB,MIA,17,0,17,40.9,0,3,31,10.2,9.8,91.9,0,4,1,32,327,51.6,0,1,7,6.5,6.9,92.9,1,0,8,116
Colton McKivitz,29314,T,SF,3,0,28,85.9,0,1,32,100.0,100.0,98.4,0,1,0,32,32,82.4,0,1,18,100.0,100.0,97.2,1,0,18,18
C.J. Ham,11347,FB,MIN,18,0,18,54.7,1,3,31,39.7,37.8,93.5,0,4,0,31,82,,0,0,0,0.0,0.0,,0,0,0,9
Ty Johnson,45769,HB,NYJ,11,0,22,55.3,2,2,30,23.3,23.5,93.3,0,4,0,31,132,30.5,2,2,16,18.8,18.4,87.5,4,0,16,87
Jordan Meredith,60235,G,LV,1,0,23,68.4,0,1,29,100.0,100.0,94.8,0,2,1,31,31,62.6,0,1,20,100.0,100.0,92.5,2,1,22,22
Pharaoh Brown,12247,TE,CLV,16,0,8,59.9,2,1,29,20.4,20.4,91.4,0,4,1,31,152,73.8,0,0,3,5.8,5.4,100.0,0,0,3,56
O.J. Howard,11774,TE,HST,13,1,13,47.5,0,2,26,17.3,19.0,96.2,1,2,0,31,163,14.3,0,0,0,0.0,2.0,,0,0,1,50
Jimmy Morrissey,41626,G,HST,3,0,13,67.4,1,1,28,100.0,100.0,96.4,0,2,0,30,30,42.8,1,1,10,100.0,100.0,90.0,2,0,11,11
Rex Burkhead,7971,HB,HST,16,0,13,47.5,1,1,29,13.2,13.1,96.6,0,2,0,30,229,61.1,1,0,13,9.7,9.9,96.2,1,0,14,142
Evan Engram,11778,TE,JAX,19,0,15,59.4,1,1,28,4.4,4.5,96.4,0,2,0,30,673,48.9,0,1,7,2.3,2.5,92.9,1,0,8,322
Travis Homer,45859,HB,SEA,10,0,29,59.2,0,4,29,22.8,22.6,93.1,0,4,0,30,133,45.0,0,4,18,21.7,21.8,88.9,4,0,19,87
Cade Otton,61071,TE,TB,17,0,30,79.3,0,0,27,5.0,5.3,100.0,1,0,0,30,571,77.4,0,0,4,1.7,1.6,100.0,0,0,4,249
Pat Freiermuth,84085,TE,PIT,16,1,25,72.3,1,1,29,6.3,6.1,96.6,2,2,0,30,495,69.3,0,0,1,0.4,0.3,100.0,0,0,1,287
Harrison Bryant,26394,TE,CLV,17,0,8,76.8,1,0,27,9.8,9.7,98.1,0,1,0,29,298,65.1,0,0,6,5.3,4.8,100.0,0,0,6,124
Bobby Hart,9659,G,BUF,14,0,4,52.9,0,0,29,85.3,85.3,100.0,0,0,0,29,34,71.8,0,0,1,100.0,100.0,100.0,0,0,1,1
Ameer Abdullah,9487,HB,LV,15,0,23,29.8,0,3,28,17.3,17.2,91.1,1,4,1,29,169,24.9,0,3,20,17.2,17.4,87.5,4,1,21,121
Prince Tega Wanogho,44820,T,KC,3,0,16,63.6,1,1,28,100.0,100.0,96.4,0,2,0,29,29,34.4,1,1,8,100.0,100.0,87.5,2,0,8,8
Jonnu Smith,11855,TE,NE,14,0,19,71.2,0,0,28,14.1,13.8,96.4,0,1,1,29,210,69.6,0,0,1,1.3,1.2,100.0,0,0,1,84
Jakob Johnson,32565,FB,LV,17,0,23,77.3,0,0,27,29.7,30.2,100.0,0,0,0,29,96,71.3,0,0,1,3.8,3.6,100.0,0,0,1,28
Colby Parkinson,52266,TE,SEA,18,0,29,71.3,0,1,28,11.0,10.8,98.2,0,1,0,29,268,60.6,0,0,3,2.9,3.5,100.0,0,0,4,114
DeeJay Dallas,55632,HB,SEA,14,0,29,65.7,0,0,27,17.2,17.4,96.3,0,1,1,29,167,48.0,0,0,11,12.9,12.9,90.9,1,1,12,93
Chase Edmonds,45851,HB,DEN,13,0,10,29.3,1,6,27,14.2,14.1,83.3,1,8,1,29,206,18.3,1,5,12,16.9,17.1,66.7,7,1,13,76
Chris Paul,77579,G,WAS,1,0,32,56.9,0,1,25,100.0,100.0,98.0,1,1,0,28,28,56.4,0,1,11,100.0,100.0,95.5,1,0,11,11
Travis Kelce,7844,TE,KC,20,0,16,73.1,0,2,27,3.7,3.6,96.3,3,2,0,28,776,74.6,0,0,3,0.9,0.8,100.0,0,0,3,354
Deon Jackson,57189,HB,IND,12,0,14,53.1,1,1,24,14.5,16.0,91.7,0,3,1,28,175,63.7,0,1,14,15.1,15.8,89.3,2,1,15,95
Daniel Bellinger,84041,TE,NYG,14,0,21,53.0,1,1,27,7.4,7.2,96.3,1,2,0,28,389,76.9,0,0,3,2.2,2.1,100.0,0,0,3,143
Tommy Doyle,40459,G,BUF,1,0,4,39.2,0,1,27,100.0,100.0,98.1,0,1,0,28,28,12.9,0,0,12,100.0,100.0,100.0,0,0,13,13
J.K. Dobbins,57366,HB,BLT,9,0,3,59.0,1,3,25,22.7,23.7,92.0,0,4,0,27,114,85.7,0,0,10,27.0,28.2,100.0,0,0,11,39
Trey McBride,75916,TE,ARZ,15,0,1,81.2,0,0,24,7.1,7.4,100.0,2,0,0,27,363,78.4,0,0,6,5.5,5.1,100.0,0,0,6,118
Ko Kieft,41372,TE,TB,17,0,30,68.6,1,1,25,27.5,27.1,96.0,0,2,0,26,96,,0,0,0,0.0,0.0,,0,0,0,10
John Molchon,46921,G,TB,1,0,30,86.1,0,0,26,100.0,100.0,100.0,0,0,0,26,26,82.3,0,0,9,100.0,100.0,100.0,0,0,9,9
Cordarrelle Patterson,7810,HB,ATL,13,0,2,59.5,1,2,23,12.0,12.7,93.5,0,3,0,26,205,56.6,1,2,9,16.7,17.2,83.3,3,0,10,58
Brian Robinson,57120,HB,WAS,12,0,32,46.9,1,1,23,22.1,23.2,91.3,0,3,1,26,112,14.5,0,0,2,12.5,16.7,100.0,0,0,3,18
Chuma Edoga,46232,G,ATL,1,0,2,62.5,0,1,22,100.0,100.0,97.7,1,1,0,26,26,65.6,0,1,6,100.0,100.0,91.7,1,0,8,8
Isiah Pacheco,83747,HB,KC,20,0,16,30.6,1,4,25,11.4,11.7,82.0,0,7,2,26,222,25.5,0,1,4,5.5,5.3,62.5,2,1,4,75
Craig Reynolds,94383,HB,DET,8,0,11,44.5,0,2,23,30.7,29.8,95.7,0,2,0,25,84,39.2,0,1,9,20.5,20.8,94.4,1,0,10,48
Maxx Williams,9488,TE,ARZ,11,0,1,56.6,0,1,24,35.3,35.2,97.9,0,1,0,25,71,75.2,0,0,3,27.3,27.3,100.0,0,0,3,11
Justin Jackson,29539,HB,DET,12,0,11,65.5,0,0,24,19.4,18.2,100.0,1,0,0,24,132,66.8,0,0,10,15.6,14.1,100.0,0,0,10,71
Shane Lemieux,28149,G,NYG,1,0,21,0.0,1,3,22,100.0,100.0,86.4,0,5,1,24,24,0.0,1,3,12,100.0,100.0,75.0,5,1,13,13
J.D. McKissic,11047,HB,WAS,8,0,32,43.7,0,3,23,13.0,12.8,93.5,0,3,0,24,187,57.1,0,2,13,11.2,10.6,92.3,2,0,13,123
D'Andre Swift,57212,HB,DET,14,0,11,73.9,0,0,23,8.9,8.9,100.0,0,0,0,24,271,68.4,0,0,16,10.8,10.8,100.0,0,0,17,158
Ben Skowronek,27948,WR,LA,14,0,26,78.7,0,0,21,4.9,5.4,95.2,0,1,1,24,444,,0,0,0,0.0,0.0,,0,0,0,199
Dare Ogunbowale,12329,HB,HST,11,0,13,89.6,0,0,21,17.5,17.7,100.0,0,0,0,23,130,84.8,0,0,7,14.0,14.3,100.0,0,0,8,56
Netane Muti,41339,G,LV,1,0,23,68.7,0,0,20,100.0,100.0,100.0,1,0,0,23,23,55.9,0,0,9,100.0,100.0,100.0,0,0,12,12
Eno Benjamin,57136,HB,NO,14,1,20,57.5,0,0,20,9.4,9.4,100.0,2,0,0,22,233,72.1,0,0,8,9.5,8.8,100.0,0,0,8,91
Melvin Gordon III,9448,HB,DEN,10,0,10,39.9,0,3,19,11.1,12.0,92.1,1,3,0,22,183,23.4,0,3,10,12.2,12.4,85.0,3,0,11,89
Troy Hairston,65088,FB,HST,16,0,13,53.6,0,0,21,38.9,37.9,95.2,0,1,1,22,58,16.7,0,0,1,50.0,33.3,100.0,0,0,1,3
Breece Hall,97636,HB,NYJ,7,0,22,68.9,0,0,21,16.2,15.8,95.2,0,1,1,22,139,37.8,0,0,5,10.0,11.3,80.0,1,1,6,53
Juwan Johnson,28305,TE,NO,16,0,20,65.6,0,2,22,5.7,5.4,95.5,0,2,0,22,404,53.4,0,1,5,2.4,2.3,90.0,1,0,5,219
Matt Nelson,48584,T,DET,7,0,11,53.1,0,1,19,90.5,88.0,97.4,2,1,0,22,25,69.6,0,0,1,100.0,100.0,100.0,0,0,1,1
Dallas Goedert,47272,TE,PHI,15,0,24,57.0,0,2,21,4.3,4.3,95.2,1,2,0,22,516,,0,0,0,0.0,0.0,,0,0,0,202
Irv Smith Jr.,42060,TE,MIN,9,0,18,44.4,0,1,18,9.1,9.8,97.2,1,1,0,21,214,42.5,0,0,2,2.0,1.9,100.0,0,0,2,107
Brevin Jordan,77887,TE,HST,11,0,13,55.3,0,1,18,11.3,12.5,97.2,2,1,0,21,168,30.8,0,0,1,1.6,1.5,100.0,0,0,1,66
Dontrell Hilliard,45691,HB,TEN,12,0,31,56.7,1,2,20,13.3,13.4,87.5,0,4,1,21,157,54.5,1,1,13,15.7,15.7,84.6,3,1,14,89
Mike Boone,31615,HB,DEN,9,0,10,42.1,1,1,19,20.7,21.4,89.5,0,3,1,21,98,48.6,1,1,10,22.2,24.5,80.0,3,1,12,49
Damien Harris,35134,HB,NE,11,0,19,69.2,0,0,19,16.5,17.4,100.0,0,0,0,21,121,84.8,0,0,7,13.2,12.3,100.0,0,0,7,57
Blake Hance,46301,G,JAX,3,0,15,55.6,1,1,21,100.0,100.0,95.2,0,2,0,21,21,46.3,1,1,13,100.0,100.0,92.3,2,0,13,13
Khari Blasingame,44889,FB,CHI,16,0,6,79.4,0,1,19,37.3,37.5,97.4,0,1,0,21,56,73.4,0,0,0,0.0,10.0,,0,0,1,10
Hunter Long,60859,TE,MIA,10,1,17,50.5,1,1,21,50.0,48.8,95.2,1,2,0,21,43,,0,0,0,0.0,0.0,,0,0,0,4
Mike Gesicki,47153,TE,MIA,18,0,17,54.9,0,0,19,4.8,4.8,94.7,0,1,1,20,421,58.8,0,0,6,3.5,3.3,100.0,0,0,6,182
Sony Michel,27589,HB,LAC,10,0,27,72.7,0,1,20,24.7,23.8,97.5,0,1,0,20,84,69.6,0,1,11,27.5,26.8,95.5,1,0,11,41
Matt Breida,12271,HB,NYG,19,0,21,69.4,0,1,17,9.9,10.9,97.1,0,1,0,20,184,64.8,0,1,9,10.2,10.8,94.4,1,0,10,93
Alex Leatherwood,58468,T,CHI,3,0,6,45.4,1,3,19,100.0,100.0,84.2,0,5,1,20,20,38.1,0,3,9,100.0,100.0,83.3,3,0,9,9
Avery Williams,42873,HB,ATL,15,0,2,22.4,0,2,20,23.3,22.2,90.0,0,3,1,20,90,13.6,0,2,10,29.4,27.8,80.0,3,1,10,36
Trevon Wesco,42018,TE,CHI,11,0,6,78.0,0,0,19,35.8,34.5,100.0,0,0,0,19,55,,0,0,0,0.0,0.0,,0,0,0,4
James Robinson,22425,HB,NYJ,11,0,22,81.5,0,1,19,15.2,14.3,97.4,0,1,0,19,133,79.9,0,0,4,10.8,9.8,100.0,0,0,4,41
Cole Turner,84330,TE,WAS,9,0,32,64.4,0,1,18,20.0,19.6,97.2,0,1,0,19,97,73.4,0,0,1,3.3,2.9,100.0,0,0,1,35
Royce Freeman,45747,HB,HST,4,0,13,80.3,0,0,18,36.0,35.2,100.0,0,0,0,19,54,81.5,0,0,5,20.0,18.5,100.0,0,0,5,27
Tyler Davis,47743,TE,GB,17,0,12,53.9,0,2,18,27.7,28.4,94.4,0,2,0,19,67,,0,0,0,0.0,0.0,,0,0,0,12
Ja'Tyre Carter,78432,G,CHI,1,0,6,83.9,0,0,19,100.0,100.0,100.0,0,0,0,19,19,79.0,0,0,5,100.0,100.0,100.0,0,0,5,5
Nick Vannett,10728,TE,NYG,10,0,21,28.6,0,3,16,15.5,17.4,90.6,0,3,0,19,109,,0,0,0,0.0,0.0,,0,0,0,37
Michael Jordan,28021,G,CAR,1,0,5,25.6,0,2,18,100.0,100.0,83.3,0,4,2,19,19,18.2,0,2,13,100.0,100.0,76.9,4,2,13,13
Malcolm Brown,9902,HB,LA,9,0,26,75.7,0,1,16,24.6,27.1,96.9,0,1,0,19,70,74.1,0,1,5,16.1,21.2,90.0,1,0,7,33
Ja'Wuan James,8654,T,BLT,1,0,3,86.0,0,0,17,100.0,100.0,100.0,0,0,0,18,18,81.8,0,0,5,100.0,100.0,100.0,0,0,5,5
Wyatt Davis,59993,G,NYG,2,0,21,51.0,0,2,17,100.0,100.0,94.1,0,2,0,18,18,31.3,0,2,10,100.0,100.0,90.0,2,0,10,10
Greg Mancz,10019,C,MIN,1,0,18,49.2,0,1,17,100.0,100.0,97.1,0,1,0,18,18,64.8,0,0,9,100.0,100.0,100.0,0,0,10,10
Bam Knight,97432,HB,NYJ,7,0,22,69.7,0,0,18,19.8,19.1,100.0,0,0,0,18,94,81.8,0,0,4,21.1,20.0,100.0,0,0,4,20
Richard Rodgers,8733,TE,LAC,10,0,27,82.3,0,0,18,40.9,40.9,100.0,0,0,0,18,44,72.1,0,0,2,16.7,16.7,100.0,0,0,2,12
James Cook,83666,HB,BUF,17,0,4,26.9,0,2,16,9.8,10.4,93.7,0,2,0,18,173,16.6,0,2,6,7.8,8.3,83.3,2,0,7,84
Tom Compton,7181,G,DEN,1,0,10,48.5,0,0,18,100.0,100.0,83.3,0,3,3,18,18,19.9,0,0,8,100.0,100.0,62.5,3,3,8,8
Josiah Deguara,47034,TE,GB,17,0,12,34.3,1,0,17,14.4,14.3,97.1,0,1,0,18,126,70.2,0,0,0,0.0,2.7,,0,0,1,37
Charlie Woerner,42257,TE,SF,13,0,28,68.6,0,0,16,30.8,30.4,100.0,0,0,0,17,56,,0,0,0,0.0,0.0,,0,0,0,10
Trystan Colon,41117,G,BLT,2,0,3,75.7,0,1,17,100.0,100.0,97.1,0,1,0,17,17,83.3,0,0,9,100.0,100.0,100.0,0,0,9,9
Josh Ball,40733,T,DAL,2,0,9,29.1,0,1,17,100.0,100.0,91.2,0,2,1,17,17,53.0,0,1,9,100.0,100.0,94.4,1,0,9,9
Rashaad Penny,27414,HB,SEA,5,0,29,43.9,0,1,17,18.9,17.9,91.2,0,2,1,17,95,16.1,0,1,3,10.7,10.3,83.3,1,0,3,29
Eric Saubert,11929,TE,DEN,17,0,10,55.1,1,1,15,7.4,7.7,93.3,1,2,0,17,220,,0,0,0,0.0,0.0,,0,0,0,82
Ryan Griffin,7982,TE,CHI,14,0,6,64.5,0,1,14,23.7,26.6,96.4,0,1,0,17,64,70.9,0,0,3,17.6,16.7,100.0,0,0,3,18
Brenden Jaimes,59909,G,LAC,3,0,27,0.0,2,3,16,100.0,100.0,84.4,0,5,0,17,17,0.0,2,3,9,100.0,100.0,72.2,5,0,10,10
Donald Parham Jr.,91014,TE,LAC,7,0,27,35.4,0,1,16,16.8,16.0,90.6,0,2,1,16,100,69.8,0,0,1,2.5,2.4,100.0,0,0,1,41
Hayden Hurst,47294,TE,CIN,16,0,7,41.0,1,0,15,3.0,3.0,96.7,0,1,0,16,526,66.2,0,0,5,2.2,2.0,100.0,0,0,5,252
Javonte Williams,77803,HB,DEN,4,0,10,60.3,1,1,11,13.8,18.2,90.9,0,2,0,16,88,67.3,0,1,4,14.3,18.8,87.5,1,0,6,32
Devin Asiasi,40294,TE,CIN,9,0,7,58.6,0,2,15,26.8,26.2,93.3,0,2,0,16,61,,0,0,0,0.0,0.0,,0,0,0,15
Kevin Rader,30887,TE,TEN,13,0,31,70.0,0,1,13,50.0,55.2,96.2,0,1,0,16,29,73.0,0,0,2,66.7,66.7,100.0,0,0,2,3
Kyren Williams,97118,HB,LA,8,0,26,26.0,1,1,14,15.4,16.8,92.9,0,2,0,16,95,20.8,1,1,6,10.5,11.9,83.3,2,0,7,59
Peyton Hendershot,60915,TE,DAL,18,0,9,51.4,0,2,13,10.3,11.4,92.3,1,2,0,15,132,39.9,0,1,1,2.2,2.1,50.0,1,0,1,47
Kyle Pitts,83964,TE,ATL,10,0,2,70.9,0,0,14,6.3,6.3,92.9,0,1,1,15,238,39.7,0,0,1,1.4,1.3,0.0,1,1,1,76
Vederian Lowe,59741,T,MIN,1,0,18,63.3,1,0,15,100.0,100.0,96.7,0,1,0,15,15,75.7,0,0,2,100.0,100.0,100.0,0,0,2,2
Tyler Kroft,9518,TE,SF,13,0,28,46.2,0,0,12,16.7,19.2,91.7,0,1,1,15,78,73.1,0,0,2,8.0,8.0,100.0,0,0,2,25
Jason Cabinda,50714,FB,DET,8,0,11,52.1,0,1,14,37.8,36.6,96.4,0,1,0,15,41,14.9,0,1,2,22.2,27.3,75.0,1,0,3,11
K.C. McDermott,29035,G,HST,1,0,13,0.0,0,2,15,100.0,100.0,86.7,0,3,1,15,15,0.0,0,2,9,100.0,100.0,77.8,3,1,9,9
Kendall Lamm,10017,T,MIA,1,0,17,87.1,0,0,15,100.0,100.0,100.0,0,0,0,15,15,83.7,0,0,6,100.0,100.0,100.0,0,0,6,6
Kyle Hinton,83163,G,MIN,1,0,18,81.7,0,0,15,100.0,100.0,100.0,0,0,0,15,15,74.0,0,0,2,100.0,100.0,100.0,0,0,2,2
Andrew Beck,47121,FB,DEN,11,0,10,61.3,0,1,14,21.9,20.9,96.4,0,1,0,14,67,,0,0,0,0.0,0.0,,0,0,0,8
Chigoziem Okonkwo,84000,TE,TEN,17,0,31,67.6,0,0,13,7.1,7.2,92.3,0,1,1,14,194,77.7,0,0,5,6.4,7.5,100.0,0,0,6,80
James Mitchell,77885,TE,DET,13,0,11,82.7,0,0,12,13.8,15.4,100.0,1,0,0,14,91,72.5,0,0,1,3.0,5.7,100.0,0,0,2,35
Quintin Morris,61182,TE,BUF,16,0,4,52.9,0,1,13,7.2,7.3,96.2,0,1,0,14,192,80.1,0,0,3,3.6,3.4,100.0,0,0,3,89
Giovanni Ricci,13756,TE,CAR,13,0,5,76.4,0,1,13,17.3,17.7,96.2,0,1,0,14,79,73.4,0,0,1,4.2,4.0,100.0,0,0,1,25
Austin Hooper,10715,TE,TEN,17,0,31,24.2,1,1,13,3.9,4.0,92.3,0,2,0,14,352,16.9,1,0,3,1.6,1.5,83.3,1,0,3,203
D'Onta Foreman,11844,HB,CAR,17,0,5,14.8,0,2,12,9.7,10.6,91.7,0,2,0,14,132,14.2,0,0,2,11.1,19.0,100.0,0,0,4,21
Clyde Edwards-Helaire,57279,HB,KC,10,0,16,43.7,0,1,12,8.8,9.7,95.8,0,1,0,14,145,47.6,0,1,2,5.3,4.5,75.0,1,0,2,44
Grant Calcaterra,60997,TE,PHI,15,0,24,73.3,0,1,13,14.1,13.8,96.2,0,1,0,13,94,,0,0,0,0.0,0.0,,0,0,0,39
Michael Dunn,39676,T,CLV,6,0,8,79.5,0,0,11,84.6,86.7,100.0,1,0,0,13,15,68.3,0,0,0,,100.0,,0,0,1,1
Tory Carter,57063,FB,TEN,6,0,31,66.5,0,2,13,68.4,68.4,92.3,0,2,0,13,19,,0,0,0,0.0,0.0,,0,0,0,3
Adam Prentice,35639,FB,NO,10,0,20,76.5,0,0,12,36.4,37.1,100.0,0,0,0,13,35,70.4,0,0,6,26.1,25.0,100.0,0,0,6,24
Gus Edwards,46027,HB,BLT,10,0,3,59.5,0,0,13,27.1,27.1,100.0,0,0,0,13,48,76.4,0,0,1,11.1,11.1,100.0,0,0,1,9
